,CaseID,Event,Date,timestamp,type,sensor
0,1,1,01.10.21,2021-10-01T08:30:00.000000000,FloorSensor,T10_Bed
1,1,2,01.10.21,2021-10-01T08:30:01.500000000,FloorSensor,T11_Bed
2,1,3,01.10.21,2021-10-01T08:30:03.914213562,FloorSensor,T9_Bathroom
3,1,4,01.10.21,2021-10-01T08:30:05.121320343,PresenceSensor,Door2_Bathroom
4,1,6,01.10.21,2021-10-01T08:33:24.192388153,ProximitySensor,Window5_Bedroom
5,1,25,01.10.21,2021-10-01T08:36:28.399494934,FloorSensor,T8_Window
6,1,26,01.10.21,2021-10-01T08:36:33.849242401,PresenceSensor,Door1_Bedroom
7,1,27,01.10.21,2021-10-01T08:36:40.506096649,FloorSensor,T4_Kitchen
8,1,28,01.10.21,2021-10-01T08:36:41.713203430,FloorSensor,T3_Kitchen
9,1,29,01.10.21,2021-10-01T08:36:43.713203430,FloorSensor,T2_Kitchen
10,1,50,01.10.21,2021-10-01T08:38:45.541630554,ProximitySensor,Stove_Stove
11,1,51,01.10.21,2021-10-01T08:38:46.541630554,FloorSensor,T1_Stove
12,1,52,01.10.21,2021-10-01T08:39:04.162950897,ProximitySensor,Stove_Stove
13,1,53,01.10.21,2021-10-01T08:39:05.370057678,FloorSensor,T2_Kitchen
14,1,61,01.10.21,2021-10-01T08:39:44.370057678,ProximitySensor,Stove_Stove
15,1,66,01.10.21,2021-10-01T08:40:33.370057678,FloorSensor,T2_Kitchen
16,1,86,01.10.21,2021-10-01T08:42:46.991378021,FloorSensor,T3_Kitchen
17,1,87,01.10.21,2021-10-01T08:42:49.198484802,FloorSensor,T2_Kitchen
18,1,90,01.10.21,2021-10-01T08:43:38.198484802,FloorSensor,T3_Kitchen
19,1,91,01.10.21,2021-10-01T08:43:39.198484802,FloorSensor,T4_Kitchen
20,1,92,01.10.21,2021-10-01T08:44:06.234018707,ProximitySensor,Stove_Stove
21,1,115,01.10.21,2021-10-01T08:47:56.683766174,FloorSensor,T3_Kitchen
22,1,134,01.10.21,2021-10-01T08:49:29.305086517,FloorSensor,T2_Kitchen
23,1,146,01.10.21,2021-10-01T08:50:28.133513641,FloorSensor,T5_Table
24,1,147,01.10.21,2021-10-01T08:50:50.961940765,PresenceSensor,Chair1_Table
25,1,254,01.10.21,2021-10-01T09:08:40.169047546,FloorSensor,T4_Kitchen
26,1,255,01.10.21,2021-10-01T09:08:41.169047546,FloorSensor,T3_Kitchen
27,1,258,01.10.21,2021-10-01T09:08:55.790367889,ProximitySensor,Stove_Stove
28,1,259,01.10.21,2021-10-01T09:08:55.790367889,FloorSensor,T1_Stove
29,1,260,01.10.21,2021-10-01T09:09:21.997474670,ProximitySensor,Stove_Stove
30,1,261,01.10.21,2021-10-01T09:09:21.997474670,FloorSensor,T1_Stove
31,1,262,01.10.21,2021-10-01T09:09:23.997474670,FloorSensor,T2_Kitchen
32,1,265,01.10.21,2021-10-01T09:09:38.997474670,ProximitySensor,Stove_Stove
33,1,267,01.10.21,2021-10-01T09:14:19.411688232,FloorSensor,T3_Kitchen
34,1,268,01.10.21,2021-10-01T09:14:20.411688232,FloorSensor,T4_Kitchen
35,1,269,01.10.21,2021-10-01T09:14:21.411688232,PresenceSensor,Chair1_Table
36,1,270,01.10.21,2021-10-01T09:15:08.033008575,FloorSensor,T3_Kitchen
37,1,271,01.10.21,2021-10-01T09:19:52.861435699,FloorSensor,T4_Kitchen
38,1,272,01.10.21,2021-10-01T09:19:54.068542480,PresenceSensor,Chair1_Table
39,1,274,01.10.21,2021-10-01T09:20:28.518289947,FloorSensor,T3_Kitchen
40,1,275,01.10.21,2021-10-01T09:20:42.725396728,FloorSensor,T2_Kitchen
41,1,278,01.10.21,2021-10-01T09:21:33.346717071,FloorSensor,T3_Kitchen
42,1,279,01.10.21,2021-10-01T09:21:49.175144195,FloorSensor,T5_Table
43,1,280,01.10.21,2021-10-01T09:21:52.796464538,PresenceSensor,Door1_Bedroom
44,1,281,01.10.21,2021-10-01T09:21:56.417784881,FloorSensor,T10_Bed
45,1,333,01.10.21,2021-10-01T09:26:20.488852691,PresenceSensor,Door2_Bathroom
46,1,335,01.10.21,2021-10-01T09:34:07.938600158,FloorSensor,T7_Closet
47,1,393,01.10.21,2021-10-01T09:38:57.767027282,FloorSensor,T9_Bathroom
48,1,451,01.10.21,2021-10-01T09:43:46.388347625,FloorSensor,T7_Closet
49,1,468,01.10.21,2021-10-01T09:45:13.009667968,PresenceSensor,Bed_Bed
50,1,518,01.10.21,2021-10-01T09:49:22.838095092,FloorSensor,T7_Closet
51,2,525,02.10.21,2021-10-02T08:30:00.000000000,FloorSensor,T10_Bed
52,2,526,02.10.21,2021-10-02T08:30:01.500000000,FloorSensor,T11_Bed
53,2,527,02.10.21,2021-10-02T08:30:05.500000000,FloorSensor,T8_Window
54,2,528,02.10.21,2021-10-02T08:30:05.500000000,ProximitySensor,Window5_Bedroom
55,2,529,02.10.21,2021-10-02T08:30:10.500000000,FloorSensor,T8_Window
56,2,531,02.10.21,2021-10-02T08:30:15.500000000,ProximitySensor,Window5_Bedroom
57,2,532,02.10.21,2021-10-02T08:30:20.500000000,FloorSensor,T8_Window
58,2,534,02.10.21,2021-10-02T08:30:25.500000000,ProximitySensor,Window5_Bedroom
59,2,535,02.10.21,2021-10-02T08:30:30.500000000,FloorSensor,T8_Window
60,2,537,02.10.21,2021-10-02T08:30:35.500000000,ProximitySensor,Window5_Bedroom
61,2,538,02.10.21,2021-10-02T08:30:40.500000000,FloorSensor,T8_Window
62,2,540,02.10.21,2021-10-02T08:30:45.500000000,ProximitySensor,Window5_Bedroom
63,2,541,02.10.21,2021-10-02T08:30:50.500000000,FloorSensor,T8_Window
64,2,543,02.10.21,2021-10-02T08:30:55.500000000,ProximitySensor,Window5_Bedroom
65,2,544,02.10.21,2021-10-02T08:31:00.500000000,FloorSensor,T8_Window
66,2,546,02.10.21,2021-10-02T08:31:05.500000000,ProximitySensor,Window5_Bedroom
67,2,547,02.10.21,2021-10-02T08:31:10.500000000,FloorSensor,T8_Window
68,2,549,02.10.21,2021-10-02T08:31:15.500000000,ProximitySensor,Window5_Bedroom
69,2,550,02.10.21,2021-10-02T08:31:20.500000000,FloorSensor,T8_Window
70,2,552,02.10.21,2021-10-02T08:31:25.500000000,ProximitySensor,Window5_Bedroom
71,2,553,02.10.21,2021-10-02T08:31:30.500000000,FloorSensor,T8_Window
72,2,555,02.10.21,2021-10-02T08:31:35.500000000,ProximitySensor,Window5_Bedroom
73,2,556,02.10.21,2021-10-02T08:31:40.500000000,FloorSensor,T8_Window
74,2,558,02.10.21,2021-10-02T08:31:45.500000000,ProximitySensor,Window5_Bedroom
75,2,559,02.10.21,2021-10-02T08:31:50.500000000,FloorSensor,T8_Window
76,2,561,02.10.21,2021-10-02T08:31:55.500000000,ProximitySensor,Window5_Bedroom
77,2,562,02.10.21,2021-10-02T08:32:00.500000000,FloorSensor,T8_Window
78,2,564,02.10.21,2021-10-02T08:32:05.500000000,ProximitySensor,Window5_Bedroom
79,2,565,02.10.21,2021-10-02T08:32:10.500000000,FloorSensor,T8_Window
80,2,567,02.10.21,2021-10-02T08:32:15.500000000,ProximitySensor,Window5_Bedroom
81,2,568,02.10.21,2021-10-02T08:32:20.500000000,FloorSensor,T8_Window
82,2,570,02.10.21,2021-10-02T08:32:25.500000000,ProximitySensor,Window5_Bedroom
83,2,571,02.10.21,2021-10-02T08:32:30.500000000,FloorSensor,T8_Window
